ACCNUM,ObjectId,INVTYPE,INVAGE,INJURY,VEHTYPE,MANOEUVER,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOUR,TIME,VISIBILITY,LIGHT,collision_lat,collision_long
56815,16515,Driver,45 to 49,None,Delivery Van,Going Ahead,0,0,1,0,0,0,0,0,1,1,1,0,0,11,1100,Clear,Daylight,-79.5755,43.7018
56815,16516,Driver,50 to 54,Major,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,0,1,1,1,0,0,11,1100,Clear,Daylight,-79.5755,43.7018
56815,16517,Driver,55 to 59,None,Pick Up Truck,Going Ahead,0,0,1,0,0,0,0,0,1,1,1,0,0,11,1100,Clear,Daylight,-79.5755,43.7018
56815,16518,Driver,35 to 39,None,"Automobile, Station Wagon",Stopped,0,0,1,0,0,0,0,0,1,1,1,0,0,11,1100,Clear,Daylight,-79.5755,43.7018
93249,16533,Driver,35 to 39,None,Pick Up Truck,Turning Left,0,0,1,0,0,0,0,1,0,0,0,0,0,14,1356,Clear,Daylight,-79.3497,43.6519
93249,16534,Driver,65 to 69,Major,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,1,0,0,0,0,0,14,1356,Clear,Daylight,-79.3497,43.6519
93249,16535,Passenger,45 to 49,None,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,1,0,0,0,0,0,14,1356,Clear,Daylight,-79.3497,43.6519
121282,16547,Driver,60 to 64,Major,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,0,0,0,0,0,1,10,955,Snow,Daylight,-79.6142,43.7454
296685,16590,Driver,55 to 59,None,Passenger Van,Going Ahead,1,0,1,0,0,0,0,0,0,0,0,0,0,14,1355,Clear,Daylight,-79.4295,43.7183
296685,16591,Pedestrian,10 to 14,Major,NULL,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,14,1355,Clear,Daylight,-79.4295,43.7183
296685,16592,Pedestrian,10 to 14,None,NULL,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,14,1355,Clear,Daylight,-79.4295,43.7183
418177,16163,Driver,45 to 49,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,0,0,1,0,0,0,7,650,Clear,Dawn,-79.3682,43.6511
418177,16164,Pedestrian,45 to 49,Major,NULL,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,7,650,Clear,Dawn,-79.3682,43.6511
429600,16170,Driver,55 to 59,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,1,0,1,1,0,0,17,1716,Clear,Daylight,-79.5949,43.7359
429600,16171,Passenger,30 to 34,None,NULL,NULL,1,0,1,0,0,0,0,1,0,1,1,0,0,17,1716,Clear,Daylight,-79.5949,43.7359
429600,16172,Pedestrian,50 to 54,Major,NULL,NULL,1,0,1,0,0,0,0,1,0,1,1,0,0,17,1716,Clear,Daylight,-79.5949,43.7359
442335,16175,Driver,50 to 54,None,Pick Up Truck,Turning Left,1,0,1,0,0,0,0,0,0,1,0,0,0,14,1410,Rain,Daylight,-79.2839,43.6873
442335,16176,Pedestrian,60 to 64,Major,NULL,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,14,1410,Rain,Daylight,-79.2839,43.6873
488737,16191,Motorcycle Driver,20 to 24,Fatal,Motorcycle,Going Ahead,0,0,0,1,0,0,0,0,0,0,0,0,0,14,1400,Clear,Daylight,-79.2643,43.7122
565895,16205,Driver,45 to 49,Major,"Automobile, Station Wagon",Stopped,0,0,1,0,1,0,0,1,0,0,0,0,0,12,1220,Clear,Daylight,-79.2564,43.7853
565895,16206,Driver,55 to 59,None,"Automobile, Station Wagon",Stopped,0,0,1,0,1,0,0,1,0,0,0,0,0,12,1220,Clear,Daylight,-79.2564,43.7853
565895,16207,Driver,40 to 44,Minor,"Automobile, Station Wagon",Stopped,0,0,1,0,1,0,0,1,0,0,0,0,0,12,1220,Clear,Daylight,-79.2564,43.7853
565895,16208,Truck Driver,45 to 49,None,"Truck - Closed (Blazer, etc)",Stopped,0,0,1,0,1,0,0,1,0,0,0,0,0,12,1220,Clear,Daylight,-79.2564,43.7853
565895,16209,Passenger,50 to 54,Minor,NULL,NULL,0,0,1,0,1,0,0,1,0,0,0,0,0,12,1220,Clear,Daylight,-79.2564,43.7853
568853,16212,Driver,25 to 29,Major,"Automobile, Station Wagon",Turning Left,0,0,1,0,0,0,0,0,0,0,0,0,0,21,2116,Rain,"Dark, artificial",-79.356,43.6731
568853,16213,Driver,25 to 29,Minimal,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,0,0,0,0,0,0,21,2116,Rain,"Dark, artificial",-79.356,43.6731
627897,16221,Truck Driver,40 to 44,None,Truck - Dump,Going Ahead,1,0,1,0,1,0,0,0,1,1,0,0,0,9,945,Rain,Daylight,-79.478,43.7085
627897,16222,Driver,55 to 59,None,"Automobile, Station Wagon",Turning Left,1,0,1,0,1,0,0,0,1,1,0,0,0,9,945,Rain,Daylight,-79.478,43.7085
627897,16223,Pedestrian,40 to 44,Major,NULL,NULL,1,0,1,0,1,0,0,0,1,1,0,0,0,9,945,Rain,Daylight,-79.478,43.7085
838759,16006,Driver,40 to 44,Major,Delivery Van,Going Ahead,0,0,1,0,0,1,0,0,0,1,1,0,0,18,1847,Clear,Daylight,-79.4842,43.6303
838759,16012,Driver,35 to 39,Minimal,"Automobile, Station Wagon",Turning Left,0,0,1,0,0,1,0,0,0,1,1,0,0,18,1847,Clear,Daylight,-79.4842,43.6303
838759,16013,Driver,45 to 49,Minor,"Bus (Other) (Go Bus, Gray Coach)",Turning Left,0,0,1,0,0,1,0,0,0,1,1,0,0,18,1847,Clear,Daylight,-79.4842,43.6303
886039,660,Driver,55 to 59,None,Municipal Transit Bus (TTC),Turning Right,1,0,0,0,0,1,0,0,0,0,0,0,0,18,1820,Clear,"Dark, artificial",-79.2576,43.8098
886039,661,Pedestrian,50 to 54,Major,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,18,1820,Clear,"Dark, artificial",-79.2576,43.8098
886573,673,Driver,20 to 24,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,0,0,0,0,0,0,21,2058,Clear,Dark,-79.4095,43.7043
886573,674,Pedestrian,25 to 29,Major,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,21,2058,Clear,Dark,-79.4095,43.7043
894195,395,Driver,35 to 39,None,"Automobile, Station Wagon",Parked,0,1,1,0,0,0,0,0,0,0,0,0,0,11,1110,Clear,Daylight,-79.3527,43.6886
894195,396,Cyclist,80 to 84,Major,Bicycle,Going Ahead,0,1,1,0,0,0,0,0,0,0,0,0,0,11,1110,Clear,Daylight,-79.3527,43.6886
895313,16023,Pedestrian,10 to 14,Major,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1149,Clear,Daylight,-79.2155,43.7439
895313,16024,Pedestrian,35 to 39,Minor,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1149,Clear,Daylight,-79.2155,43.7439
895313,16025,Pedestrian,50 to 54,Minor,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1149,Clear,Daylight,-79.2155,43.7439
895615,69,Driver,50 to 54,Minimal,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,1,0,1,0,0,0,23,2344,Clear,Dark,-79.3912,43.6387
895615,70,Passenger,25 to 29,Minimal,Other,NULL,0,0,1,0,0,0,0,1,0,1,0,0,0,23,2344,Clear,Dark,-79.3912,43.6387
895615,71,Passenger,25 to 29,Minimal,Other,NULL,0,0,1,0,0,0,0,1,0,1,0,0,0,23,2344,Clear,Dark,-79.3912,43.6387
895615,72,Driver,20 to 24,Major,"Automobile, Station Wagon",Stopped,0,0,1,0,0,0,0,1,0,1,0,0,0,23,2344,Clear,Dark,-79.3912,43.6387
895615,73,Driver,25 to 29,Minimal,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,1,0,1,0,0,0,23,2344,Clear,Dark,-79.3912,43.6387
895615,74,Driver,30 to 34,None,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,1,0,1,0,0,0,23,2344,Clear,Dark,-79.3912,43.6387
899910,83,Driver,45 to 49,None,"Automobile, Station Wagon",Stopped,0,1,1,0,0,0,0,0,0,0,0,0,0,15,1540,Clear,Daylight,-79.3848,43.6585
899910,84,Cyclist,25 to 29,Major,Bicycle,Going Ahead,0,1,1,0,0,0,0,0,0,0,0,0,0,15,1540,Clear,Daylight,-79.3848,43.6585
900010,91,Vehicle Owner,unknown,None,Other,NULL,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1150,Clear,Daylight,-79.2628,43.7887
900010,92,Motorcycle Driver,30 to 34,Major,Motorcycle,Turning Right,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1150,Clear,Daylight,-79.2628,43.7887
904105,902,Passenger,35 to 39,Minor,Other,NULL,0,0,1,0,0,0,0,1,0,0,0,0,0,18,1842,Clear,Daylight,-79.3297,43.6752
904105,901,Passenger,35 to 39,Major,Other,NULL,0,0,1,0,0,0,0,1,0,0,0,0,0,18,1842,Clear,Daylight,-79.3297,43.6752
904105,903,Driver,40 to 44,Minor,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,1,0,0,0,0,0,18,1842,Clear,Daylight,-79.3297,43.6752
904105,904,Driver,30 to 34,Minimal,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,1,0,0,0,0,0,18,1842,Clear,Daylight,-79.3297,43.6752
904456,157,Driver,40 to 44,None,"Automobile, Station Wagon",Turning Right,1,0,1,0,0,0,0,0,0,1,0,0,0,18,1840,Clear,Daylight,-79.428,43.7123
904456,158,Pedestrian,40 to 44,Fatal,Other,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,18,1840,Clear,Daylight,-79.428,43.7123
905024,127,Driver,15 to 19,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,0,0,0,0,0,0,17,1700,Rain,Daylight,-79.5239,43.7174
905024,128,Pedestrian,55 to 59,Major,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,17,1700,Rain,Daylight,-79.5239,43.7174
905408,172,Passenger,20 to 24,Major,Other,NULL,0,0,1,0,0,0,0,1,0,0,0,1,0,6,550,Clear,"Dusk, artificial",-79.2748,43.7494
905408,173,Passenger,20 to 24,Major,Other,NULL,0,0,1,0,0,0,0,1,0,0,0,1,0,6,550,Clear,"Dusk, artificial",-79.2748,43.7494
905408,175,Driver,20 to 24,Minor,"Automobile, Station Wagon",Turning Left,0,0,1,0,0,0,0,1,0,0,0,1,0,6,550,Clear,"Dusk, artificial",-79.2748,43.7494
905909,109,Driver,unknown,None,"Automobile, Station Wagon",Unknown,1,0,1,0,0,0,0,0,1,1,0,0,0,19,1911,Clear,Daylight,-79.4164,43.6653
905909,110,Pedestrian,30 to 34,Major,Other,NULL,1,0,1,0,0,0,0,0,1,1,0,0,0,19,1911,Clear,Daylight,-79.4164,43.6653
906410,196,Vehicle Owner,unknown,None,Other,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,18,1815,Rain,Daylight,-79.4324,43.6802
906410,197,Driver,20 to 24,None,"Automobile, Station Wagon",Turning Left,1,0,1,0,0,0,0,0,0,1,0,0,0,18,1815,Rain,Daylight,-79.4324,43.6802
906410,198,Pedestrian,75 to 79,Major,Other,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,18,1815,Rain,Daylight,-79.4324,43.6802
909285,16026,Motorcycle Driver,20 to 24,Major,Motorcycle,Going Ahead,0,0,0,1,0,0,0,0,1,1,0,0,0,18,1752,Clear,Daylight,-79.5811,43.6508
913263,511,Driver,20 to 24,Major,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,0,0,0,0,0,0,18,1820,Clear,Daylight,-79.5195,43.6045
913296,516,Driver,15 to 19,None,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,1,0,0,0,0,0,20,2040,Clear,Dusk,-79.5446,43.6672
913296,202,Passenger,15 to 19,Major,Other,NULL,0,0,1,0,0,0,0,1,0,0,0,0,0,20,2040,Clear,Dusk,-79.5446,43.6672
915101,737,Cyclist,30 to 34,Major,Bicycle,Going Ahead,0,1,0,0,0,0,0,0,0,0,0,0,0,13,1302,Clear,Daylight,-79.4325,43.6317
915319,210,Pedestrian,35 to 39,Major,Other,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,14,1357,Clear,Daylight,-79.3808,43.6485
915319,214,Driver,35 to 39,None,Municipal Transit Bus (TTC),Going Ahead,1,0,0,0,0,1,0,0,0,0,0,0,0,14,1357,Clear,Daylight,-79.3808,43.6485
917223,800,Driver,20 to 24,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,Clear,Dark,-79.5545,43.6032
917223,801,Pedestrian,15 to 19,Minor,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,Clear,Dark,-79.5545,43.6032
917223,802,Pedestrian,15 to 19,Minor,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,Clear,Dark,-79.5545,43.6032
917223,803,Pedestrian,15 to 19,Major,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,Clear,Dark,-79.5545,43.6032
917223,804,Pedestrian,15 to 19,Major,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,Clear,Dark,-79.5545,43.6032
917225,811,Driver,20 to 24,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,0,0,0,0,0,0,2,203,Clear,Dark,-79.3805,43.6776
917225,812,Pedestrian,25 to 29,Major,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,2,203,Clear,Dark,-79.3805,43.6776
918059,501,Pedestrian,40 to 44,Major,Other,NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,8,800,Clear,Daylight,-79.3127,43.6856
220521,16577,Driver,20 to 24,Minimal,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,1,1,1,0,1,0,4,406,Clear,"Dark, artificial",-79.4306,43.6805
220521,16578,Driver,35 to 39,Major,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,1,1,1,0,1,0,4,406,Clear,"Dark, artificial",-79.4306,43.6805
220521,16579,Passenger,20 to 24,None,NULL,NULL,0,0,1,0,0,0,0,1,1,1,0,1,0,4,406,Clear,"Dark, artificial",-79.4306,43.6805
245690,16582,Driver,20 to 24,Minimal,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,1,1,1,0,0,0,15,1541,Clear,Daylight,-79.2872,43.7013
245690,16583,Driver,50 to 54,Major,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,1,1,1,0,0,0,15,1541,Clear,Daylight,-79.2872,43.7013
245690,16584,Driver,25 to 29,None,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,1,1,1,0,0,0,15,1541,Clear,Daylight,-79.2872,43.7013
245690,16585,Passenger,15 to 19,Minor,NULL,NULL,0,0,1,0,0,0,0,1,1,1,0,0,0,15,1541,Clear,Daylight,-79.2872,43.7013
245690,16586,Passenger,15 to 19,Major,NULL,NULL,0,0,1,0,0,0,0,1,1,1,0,0,0,15,1541,Clear,Daylight,-79.2872,43.7013
245690,16587,Passenger,15 to 19,Minor,NULL,NULL,0,0,1,0,0,0,0,1,1,1,0,0,0,15,1541,Clear,Daylight,-79.2872,43.7013
342262,16600,Driver,35 to 39,Minor,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,1,0,1,0,0,0,19,1949,Clear,"Dark, artificial",-79.5282,43.5956
342262,16601,Driver,30 to 34,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,1,0,1,0,0,0,19,1949,Clear,"Dark, artificial",-79.5282,43.5956
342262,16602,Passenger,20 to 24,None,NULL,NULL,1,0,1,0,0,0,0,1,0,1,0,0,0,19,1949,Clear,"Dark, artificial",-79.5282,43.5956
342262,16603,Passenger,25 to 29,None,NULL,NULL,1,0,1,0,0,0,0,1,0,1,0,0,0,19,1949,Clear,"Dark, artificial",-79.5282,43.5956
342262,16001,Pedestrian,30 to 34,Major,NULL,NULL,1,0,1,0,0,0,0,1,0,1,0,0,0,19,1949,Clear,"Dark, artificial",-79.5282,43.5956
418513,16165,Driver,55 to 59,None,"Automobile, Station Wagon",Turning Left,1,0,1,0,0,0,0,0,0,1,0,0,0,8,810,Clear,Daylight,-79.4128,43.7692
418513,16166,Driver,35 to 39,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,0,0,1,0,0,0,8,810,Clear,Daylight,-79.4128,43.7692
418513,16167,Pedestrian,30 to 34,Major,NULL,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,8,810,Clear,Daylight,-79.4128,43.7692
418513,16168,Pedestrian,25 to 29,Minor,NULL,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,8,810,Clear,Daylight,-79.4128,43.7692
418513,16169,Pedestrian,25 to 29,Major,NULL,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,8,810,Clear,Daylight,-79.4128,43.7692
437574,16173,Driver,35 to 39,None,Municipal Transit Bus (TTC),Pulling Away from Shoulder or Curb,0,0,0,0,0,1,0,1,0,0,0,0,0,21,2100,Clear,"Dark, artificial",-79.491,43.7245
437574,16174,Passenger,50 to 54,Major,NULL,NULL,0,0,0,0,0,1,0,1,0,0,0,0,0,21,2100,Clear,"Dark, artificial",-79.491,43.7245
444225,16177,Driver,55 to 59,None,Passenger Van,Turning Left,1,0,1,0,0,0,0,0,0,1,0,0,0,18,1815,Clear,Dark,-79.4887,43.7544
444225,16178,Pedestrian,55 to 59,Major,NULL,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,18,1815,Clear,Dark,-79.4887,43.7544
451712,16184,Driver,65 to 69,None,"Automobile, Station Wagon",Turning Left,0,0,1,0,0,0,0,0,0,1,0,0,0,17,1726,Clear,Dark,-79.5088,43.6806
451712,16185,Driver,35 to 39,Major,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,0,0,1,0,0,0,17,1726,Clear,Dark,-79.5088,43.6806
451712,16186,Driver,50 to 54,None,"Automobile, Station Wagon",Stopped,0,0,1,0,0,0,0,0,0,1,0,0,0,17,1726,Clear,Dark,-79.5088,43.6806
500922,16194,Driver,35 to 39,None,"Automobile, Station Wagon",Turning Left,1,0,1,0,0,0,0,0,0,1,0,0,0,6,644,Rain,Dark,-79.3626,43.6514
500922,16195,Pedestrian,25 to 29,Major,NULL,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,6,644,Rain,Dark,-79.3626,43.6514
623949,16219,Driver,25 to 29,None,"Automobile, Station Wagon",Making U Turn,0,1,1,0,0,0,0,0,0,0,0,0,0,15,1535,Clear,Daylight,-79.4779,43.6237
623949,16220,Cyclist,50 to 54,Major,Bicycle,Going Ahead,0,1,1,0,0,0,0,0,0,0,0,0,0,15,1535,Clear,Daylight,-79.4779,43.6237
780152,16233,Driver,60 to 64,None,"Automobile, Station Wagon",Turning Right,1,0,1,0,0,0,0,0,0,1,0,0,0,10,1030,Clear,Daylight,-79.482,43.7265
780152,16234,Pedestrian,60 to 64,Major,NULL,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,10,1030,Clear,Daylight,-79.482,43.7265
819828,16241,Driver,20 to 24,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,1,0,1,0,0,0,15,1452,Clear,Daylight,-79.3723,43.658
819828,16242,Driver,30 to 34,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,1,0,1,0,0,0,15,1452,Clear,Daylight,-79.3723,43.658
819828,16243,Passenger,25 to 29,None,NULL,NULL,1,0,1,0,0,0,0,1,0,1,0,0,0,15,1452,Clear,Daylight,-79.3723,43.658
819828,16244,Pedestrian,40 to 44,Major,NULL,NULL,1,0,1,0,0,0,0,1,0,1,0,0,0,15,1452,Clear,Daylight,-79.3723,43.658
825994,16247,Driver,30 to 34,None,"Automobile, Station Wagon",Turning Right,0,1,1,0,0,0,0,1,0,1,0,0,0,15,1538,Rain,Daylight,-79.3759,43.6413
825994,16248,Cyclist,30 to 34,Major,Bicycle,Going Ahead,0,1,1,0,0,0,0,1,0,1,0,0,0,15,1538,Rain,Daylight,-79.3759,43.6413
825994,16249,Passenger,25 to 29,None,NULL,NULL,0,1,1,0,0,0,0,1,0,1,0,0,0,15,1538,Rain,Daylight,-79.3759,43.6413
884756,697,Passenger,10 to 14,None,Other,NULL,1,0,1,0,0,0,0,1,0,1,0,0,0,8,754,Clear,Daylight,-79.1706,43.8034
884756,698,Driver,40 to 44,None,"Automobile, Station Wagon",Turning Left,1,0,1,0,0,0,0,1,0,1,0,0,0,8,754,Clear,Daylight,-79.1706,43.8034
884756,699,Pedestrian,75 to 79,Fatal,Other,NULL,1,0,1,0,0,0,0,1,0,1,0,0,0,8,754,Clear,Daylight,-79.1706,43.8034
887237,707,Driver,20 to 24,None,"Automobile, Station Wagon",Changing Lanes,1,0,1,0,0,0,0,0,1,1,0,0,0,20,2046,Clear,Dark,-79.4183,43.6635
887237,708,Driver,20 to 24,None,"Automobile, Station Wagon",Changing Lanes,1,0,1,0,0,0,0,0,1,1,0,0,0,20,2046,Clear,Dark,-79.4183,43.6635
887237,709,Driver,unknown,None,Taxi,Going Ahead,1,0,1,0,0,0,0,0,1,1,0,0,0,20,2046,Clear,Dark,-79.4183,43.6635
887237,710,Pedestrian,20 to 24,Major,Other,NULL,1,0,1,0,0,0,0,0,1,1,0,0,0,20,2046,Clear,Dark,-79.4183,43.6635
888584,16019,Driver,35 to 39,None,Pick Up Truck,Going Ahead,1,0,1,0,0,0,0,0,0,0,0,0,0,9,945,Clear,Daylight,-79.1712,43.7716
888584,16020,Pedestrian,75 to 79,Fatal,NULL,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,9,945,Clear,Daylight,-79.1712,43.7716
888584,16021,Other,unknown,Minor,"Automobile, Station Wagon",Parked,1,0,1,0,0,0,0,0,0,0,0,0,0,9,945,Clear,Daylight,-79.1712,43.7716
888584,16022,Other,unknown,Minor,"Automobile, Station Wagon",Parked,1,0,1,0,0,0,0,0,0,0,0,0,0,9,945,Clear,Daylight,-79.1712,43.7716
889218,356,Driver,40 to 44,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,0,0,0,0,0,0,18,1840,Clear,Dusk,-79.2199,43.8081
889218,357,Pedestrian,80 to 84,Fatal,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,18,1840,Clear,Dusk,-79.2199,43.8081
889954,722,Driver,70 to 74,None,"Automobile, Station Wagon",Turning Left,1,0,1,0,0,0,0,0,0,1,0,0,0,8,758,Rain,Daylight,-79.307,43.8006
889954,723,Pedestrian,15 to 19,Major,Other,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,8,758,Rain,Daylight,-79.307,43.8006
890213,369,Driver,50 to 54,None,"Automobile, Station Wagon",Turning Left,1,0,1,0,0,0,0,0,0,1,0,0,0,15,1529,Clear,Daylight,-79.3953,43.6718
890213,370,Pedestrian,55 to 59,Major,Other,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,15,1529,Clear,Daylight,-79.3953,43.6718
890220,376,Passenger,15 to 19,Major,Other,NULL,0,0,1,0,0,0,0,1,1,1,0,0,0,4,430,Clear,Dark,-79.3551,43.6553
890220,377,Passenger,15 to 19,Major,Other,NULL,0,0,1,0,0,0,0,1,1,1,0,0,0,4,430,Clear,Dark,-79.3551,43.6553
890220,378,Passenger,15 to 19,Major,Other,NULL,0,0,1,0,0,0,0,1,1,1,0,0,0,4,430,Clear,Dark,-79.3551,43.6553
890220,379,Passenger,15 to 19,Major,Other,Other,0,0,1,0,0,0,0,1,1,1,0,0,0,4,430,Clear,Dark,-79.3551,43.6553
890220,381,Driver,15 to 19,Major,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,1,1,1,0,0,0,4,430,Clear,Dark,-79.3551,43.6553
893071,351,Driver,45 to 49,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,0,0,0,0,0,0,15,1508,Clear,Daylight,-79.3671,43.713
893071,352,Pedestrian,20 to 24,Major,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,15,1508,Clear,Daylight,-79.3671,43.713
893539,363,Pedestrian,75 to 79,Major,Other,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,14,1350,Clear,Daylight,-79.4225,43.6937
893539,364,Driver,40 to 44,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,0,0,1,0,0,0,14,1350,Clear,Daylight,-79.4225,43.6937
893580,388,Driver,35 to 39,None,Municipal Transit Bus (TTC),Turning Right,0,1,0,0,0,1,0,0,0,1,0,0,0,20,1955,Clear,Dark,-79.1868,43.7706
893580,389,Cyclist,25 to 29,Major,Bicycle,Going Ahead,0,1,0,0,0,1,0,0,0,1,0,0,0,20,1955,Clear,Dark,-79.1868,43.7706
893964,44,Driver,20 to 24,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,0,0,0,0,0,0,8,755,Clear,Daylight,-79.2317,43.7838
893964,45,Pedestrian,60 to 64,Major,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,8,755,Clear,Daylight,-79.2317,43.7838
894423,49,Driver,50 to 54,None,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,0,0,0,0,0,1,14,1435,Clear,Daylight,-79.4784,43.7106
894423,50,Driver,70 to 74,Major,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,0,0,0,0,0,1,14,1435,Clear,Daylight,-79.4784,43.7106
894423,51,Other,unknown,None,Other,Parked,0,0,1,0,0,0,0,0,0,0,0,0,1,14,1435,Clear,Daylight,-79.4784,43.7106
895068,397,Vehicle Owner,unknown,None,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,18,1828,Clear,"Dusk, artificial",-79.475,43.6365
895068,398,Driver,30 to 34,None,"Automobile, Station Wagon",Turning Left,1,0,1,0,0,0,0,0,0,0,0,0,0,18,1828,Clear,"Dusk, artificial",-79.475,43.6365
895068,399,Pedestrian,45 to 49,Major,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,18,1828,Clear,"Dusk, artificial",-79.475,43.6365
896606,12,Passenger,55 to 59,Major,Other,NULL,0,0,1,0,0,0,0,1,0,1,1,0,0,9,925,Clear,Daylight,-79.3144,43.8162
896606,13,Vehicle Owner,unknown,None,Other,NULL,0,0,1,0,0,0,0,1,0,1,1,0,0,9,925,Clear,Daylight,-79.3144,43.8162
896606,14,Passenger,0 to 4,Minor,Other,NULL,0,0,1,0,0,0,0,1,0,1,1,0,0,9,925,Clear,Daylight,-79.3144,43.8162
896606,15,Driver,25 to 29,Minor,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,1,0,1,1,0,0,9,925,Clear,Daylight,-79.3144,43.8162
896606,16,Driver,65 to 69,Major,"Automobile, Station Wagon",Turning Left,0,0,1,0,0,0,0,1,0,1,1,0,0,9,925,Clear,Daylight,-79.3144,43.8162
896606,17,Vehicle Owner,unknown,None,Other,NULL,0,0,1,0,0,0,0,1,0,1,1,0,0,9,925,Clear,Daylight,-79.3144,43.8162
144397,16554,Driver,65 to 69,Major,"Automobile, Station Wagon",Turning Left,0,0,1,0,0,0,0,0,0,0,0,0,0,19,1900,Clear,"Dark, artificial",-79.4408,43.6925
