ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,geometry
1145050,2009,00:00.0,1059,10,LAWRENCE AVE E,CENTENNIAL RD,NULL,3,Scarborough,25,43,Mid-Block,NULL,No Control,Rain,Daylight,Wet,Non-Fatal Injury,SMV Other,D43,133,Centennial Scarborough (133),"{'type': 'Point', 'coordinates': (-79.14569, 43.777545)}"
1145082,2009,00:00.0,1903,19,BATHURST ST,GLENGROVE AVE,NULL,1,North York,8,NULL,Intersection,NULL,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D13,39,Bedford Park-Nortown (39),"{'type': 'Point', 'coordinates': (-79.42859, 43.714145)}"
1149845,2009,00:00.0,1947,19,WESTON RD,JANE ST,NULL,1,Etobicoke York,5,12,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D12,115,Mount Dennis (115),"{'type': 'Point', 'coordinates': (-79.50089, 43.691245)}"
1149846,2010,00:00.0,350,3,SPADINA AVE,WILLCOCKS ST,NULL,1,Toronto and East York,11,NULL,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,Sideswipe,D14,79,University (79),"{'type': 'Point', 'coordinates': (-79.40139, 43.661245)}"
1150084,2010,00:00.0,1250,12,MCCOWAN RD,ALTON TOWERS CRCL,NULL,1,Scarborough,23,42,Mid-Block,NULL,No Control,Snow,Daylight,Loose Snow,Non-Fatal Injury,Approaching,D42,130,Milliken (130),"{'type': 'Point', 'coordinates': (-79.27529, 43.825545)}"
1146000,2010,00:00.0,2034,20,ST CLAIR AVE W,YONGE ST,NULL,1,Toronto and East York,12,53,Mid-Block,NULL,No Control,Clear,Dark,Wet,Non-Fatal Injury,SMV Unattended Vehicle,D53,97,Yonge-St.Clair (97),"{'type': 'Point', 'coordinates': (-79.39459, 43.687945)}"
1146005,2010,00:00.0,2044,20,MOUNT PLEASANT RD,ST CLAIR AVE E,NULL,1,Toronto and East York,11,53,Intersection,At Intersection,No Control,Clear,Dark,Wet,Non-Fatal Injury,Turning Movement,D53,98,Rosedale-Moore Park (98),"{'type': 'Point', 'coordinates': (-79.38329, 43.690345)}"
1148377,2010,00:00.0,1339,13,FINCH Aven E,ALEXMUIR Boul,NULL,1,Scarborough,23,42,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D42,129,Agincourt North (129),"{'type': 'Point', 'coordinates': (-79.28149, 43.804745)}"
1150854,2010,00:00.0,257,2,665 LAWRENCE AVE W,NULL,NULL,1,North York,8,NULL,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D32,32,Englemount-Lawrence (32),"{'type': 'Point', 'coordinates': (-79.44369, 43.716245)}"
1150406,2010,00:00.0,2108,21,DANFORTH Road,MACKINAC Cres,NULL,1,Scarborough,21,43,Intersection,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,D43,127,Bendale (127),"{'type': 'Point', 'coordinates': (-79.24449, 43.749545)}"
1150954,2010,00:00.0,302,3,UNIVERSITY Ave,DUNDAS St W,NULL,1,Toronto and East York,NULL,52,Intersection,NULL,No Control,Clear,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D52,76,Bay Street Corridor (76),"{'type': 'Point', 'coordinates': (-79.38829, 43.654745)}"
1146660,2010,00:00.0,1810,18,FINCH AVE W,YORK GATE BLVD,NULL,1,Etobicoke York,7,31,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,D31,24,Black Creek (24),"{'type': 'Point', 'coordinates': (-79.51989, 43.756945)}"
1146741,2010,00:00.0,1012,10,DANFORTH AVE,DAWES RD,NULL,1,Toronto and East York,19,NULL,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D54,62,East End-Danforth (62),"{'type': 'Point', 'coordinates': (-79.29679, 43.689345)}"
1146740,2010,00:00.0,1119,11,MARLEE AVE,VIEWMOUNT AVE,NULL,3,North York,8,13,Intersection,NULL,Pedestrian Crossover,Clear,Daylight,Other,Non-Fatal Injury,Pedestrian Collisions,D13,31,Yorkdale-Glen Park (31),"{'type': 'Point', 'coordinates': (-79.44309, 43.707145)}"
1146815,2010,00:00.0,2308,23,TED ROGERS  WAY,MOUNT PLEASANT RD,NULL,1,Toronto and East York,NULL,51,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Sideswipe,D51,74,North St.James Town (74),"{'type': 'Point', 'coordinates': (-79.379894, 43.669963)}"
1155645,2010,00:00.0,2031,20,MCCOWAN RD,SANDHURST CRCL,NULL,1,Scarborough,23,42,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Angle,D42,129,Agincourt North (129),"{'type': 'Point', 'coordinates': (-79.26919, 43.811645)}"
1146864,2010,00:00.0,329,3,KING ST E,PARLIAMENT ST,NULL,1,Toronto and East York,13,51,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Approaching,D51,73,Moss Park (73),"{'type': 'Point', 'coordinates': (-79.36319, 43.652745)}"
1157556,2010,00:00.0,1915,19,BATHURST Stre,VAUGHAN Road,NULL,1,Toronto and East York,12,13,Intersection,NULL,No Control,Other,Dark,Other,Non-Fatal Injury,Pedestrian Collisions,D13,96,Casa Loma (96),"{'type': 'Point', 'coordinates': (-79.41749, 43.681045)}"
1151467,2010,00:00.0,933,9,SENTINEL Road,STILECROFT Driv,NULL,2,North York,6,31,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D31,27,York University Heights (27),"{'type': 'Point', 'coordinates': (-79.49419, 43.750445)}"
1151614,2010,00:00.0,1153,11,EGLINTON Aven E,CEDAR Driv,NULL,1,Scarborough,24,43,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D43,139,Scarborough Village (139),"{'type': 'Point', 'coordinates': (-79.21559000000002, 43.743945)}"
1147341,2010,00:00.0,1240,12,MARTIN GROVE RD,EGLINTON AVE W,NULL,1,Etobicoke York,NULL,NULL,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D22,10,Princess-Rosethorn (10),"{'type': 'Point', 'coordinates': (-79.56319, 43.674445)}"
1147342,2010,00:00.0,1317,13,DUNDAS ST W,RONCESVALLES AVE,NULL,3,Toronto and East York,4,11,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D11,86,Roncesvalles (86),"{'type': 'Point', 'coordinates': (-79.45179, 43.653845)}"
1151934,2010,00:00.0,1401,14,JANE Stre,HARDING Aven,NULL,1,Etobicoke York,5,12,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D12,30,Brookhaven-Amesbury (30),"{'type': 'Point', 'coordinates': (-79.50289, 43.699545)}"
1147486,2010,00:00.0,1224,12,EASTERN AVE,CHERRY ST,NULL,3,Toronto and East York,13,51,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D51,77,Waterfront Communities-The Island (77),"{'type': 'Point', 'coordinates': (-79.35849, 43.653945)}"
1137620,2009,00:00.0,848,8,BATHURST ST,STEELES AVE W,NULL,1,North York,NULL,32,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D32,36,Newtonbrook West (36),"{'type': 'Point', 'coordinates': (-79.44569, 43.792245)}"
1168069,2010,00:00.0,1720,17,ROGERS RD,KANE AVE,NULL,3,Etobicoke York,NULL,12,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,D12,110,Keelesdale-Eglinton West (110),"{'type': 'Point', 'coordinates': (-79.46649, 43.682045)}"
1124865,2009,00:00.0,1400,14,KIPLING AVE,ALBION RD,NULL,1,Etobicoke York,1,23,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D23,3,Thistletown-Beaumond Heights (3),"{'type': 'Point', 'coordinates': (-79.57999, 43.738945)}"
1179667,2010,00:00.0,1239,12,KENNEDY RD,SHEPPARD AVE E,NULL,1,Scarborough,22,42,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D42,128,Agincourt South-Malvern West (128),"{'type': 'Point', 'coordinates': (-79.28899000000001, 43.784645000000005)}"
1147555,2010,00:00.0,148,1,BURNHAMTHORPE RD,PRENNAN AVE,NULL,1,Etobicoke York,2,22,Intersection,At Intersection,No Control,Clear,Dark,Wet,Non-Fatal Injury,SMV Other,D22,14,Islington-City Centre West (14),"{'type': 'Point', 'coordinates': (-79.54079, 43.650745)}"
1152191,2010,00:00.0,1743,17,PASSMORE AVE,SILVER STAR BLVD,NULL,2,Scarborough,22,42,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D42,130,Milliken (130),"{'type': 'Point', 'coordinates': (-79.29809, 43.819945)}"
1152152,2010,00:00.0,2150,21,DON MILLS RD,SHEPPARD AVE E,NULL,1,North York,17,33,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,Angle,D33,47,Don Valley Village (47),"{'type': 'Point', 'coordinates': (-79.34699, 43.775145)}"
1147870,2010,00:00.0,655,6,KIPLING AVE,STEVENSON RD,NULL,1,Etobicoke York,1,23,Mid-Block,NULL,No Control,Clear,Dusk,Wet,Non-Fatal Injury,Pedestrian Collisions,D23,2,Mount Olive-Silverstone-Jamestown (2),"{'type': 'Point', 'coordinates': (-79.58289, 43.744945)}"
1154258,2010,00:00.0,1810,18,DIXON RD,ST PHILLIPS RD,NULL,1,Etobicoke York,NULL,23,Intersection,NULL,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,D23,8,Humber Heights-Westmount (8),"{'type': 'Point', 'coordinates': (-79.53429000000001, 43.699845)}"
1148390,2010,00:00.0,655,6,MOUNT PLEASANT RD,EGLINTON AVE E,NULL,1,North York,NULL,53,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,D53,99,Mount Pleasant East (99),"{'type': 'Point', 'coordinates': (-79.39019000000002, 43.708445)}"
1156323,2010,00:00.0,115,1,QUEENS PARK CRES E,ST JOSEPH ST,NULL,1,Toronto and East York,11,52,Mid-Block,NULL,No Control,Clear,Dark,Wet,Non-Fatal Injury,SMV Other,D52,76,Bay Street Corridor (76),"{'type': 'Point', 'coordinates': (-79.39159, 43.665745)}"
1148593,2010,00:00.0,1150,11,ST CLAIR GDNS,NORTON AVE,NULL,4,Toronto and East York,9,13,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D13,92,Corso Italia-Davenport (92),"{'type': 'Point', 'coordinates': (-79.44539, 43.678345)}"
1148773,2010,00:00.0,700,7,DUFFERIN ST,PRESTON RD,NULL,1,Toronto and East York,NULL,13,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,D13,107,Oakwood Village (107),"{'type': 'Point', 'coordinates': (-79.44849, 43.691345)}"
1155651,2010,00:00.0,242,2,COLLEGE ST,BORDEN ST,NULL,1,Toronto and East York,11,14,Intersection,NULL,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D14,79,University (79),"{'type': 'Point', 'coordinates': (-79.40539, 43.656945)}"
1149291,2010,00:00.0,1132,11,DANFORTH AVE,BROADVIEW AVE,NULL,1,Toronto and East York,14,NULL,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D55,68,North Riverdale (68),"{'type': 'Point', 'coordinates': (-79.35889, 43.676145)}"
1155324,2010,00:00.0,1520,15,BATHGATE DR,FEAGAN DR,NULL,4,Scarborough,25,43,Intersection,NULL,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D43,133,Centennial Scarborough (133),"{'type': 'Point', 'coordinates': (-79.15099, 43.779445)}"
1155683,2010,00:00.0,834,8,SHEPPARD AVE W,ARLETA AVE,NULL,1,Etobicoke York,NULL,31,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D31,25,Glenfield-Jane Heights (25),"{'type': 'Point', 'coordinates': (-79.50149, 43.741445)}"
1149557,2010,00:00.0,32,0,QUEEN ST E,MUNRO ST,NULL,1,Toronto and East York,14,55,Intersection,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,D55,70,South Riverdale (70),"{'type': 'Point', 'coordinates': (-79.35139, 43.658545)}"
5001628551,2015,00:00.0,2000,20,MIDLAND AVE,ELLESMERE RD,NULL,1,Scarborough,21,41,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,D41,127,Bendale (127),"{'type': 'Point', 'coordinates': (-79.271098, 43.767913)}"
1149558,2010,00:00.0,1503,15,ST CLAIR Aven W,HENDRICK Aven,NULL,1,Toronto and East York,12,13,Intersection,NULL,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,D13,94,Wychwood (94),"{'type': 'Point', 'coordinates': (-79.43129, 43.680545)}"
1149559,2010,00:00.0,1741,17,CARLINGVIEW DR,DIXON RD,NULL,1,Etobicoke York,1,23,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D23,1,West Humber-Clairville (1),"{'type': 'Point', 'coordinates': (-79.59559, 43.686745)}"
1149753,2010,00:00.0,1825,18,SYMINGTON AVE,DAVENPORT RD,NULL,3,Toronto and East York,9,11,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Fatal,Pedestrian Collisions,D11,91,Weston-Pellam Park (91),"{'type': 'Point', 'coordinates': (-79.45329, 43.670745000000004)}"
1153216,2010,00:00.0,1845,18,GRACEDALE BLVD,FINCH AVE W,NULL,1,Etobicoke York,7,31,Intersection,At Intersection,No Control,Clear,Dusk,Wet,Non-Fatal Injury,Pedestrian Collisions,D31,21,Humber Summit (21),"{'type': 'Point', 'coordinates': (-79.55879, 43.748545)}"
1155951,2010,00:00.0,1030,10,DVP S EASTERN AV W RAMP S,EASTERN DIVERSION AVE E,NULL,6,Toronto and East York,NULL,NULL,Mid-Block,NULL,No Control,Snow,Daylight,Packed Snow,Non-Fatal Injury,SMV Other,D51,73,Moss Park (73),"{'type': 'Point', 'coordinates': (-79.35349, 43.656745)}"
1156513,2010,00:00.0,1541,15,SECORD AVE,EASTDALE AVE,NULL,2,Toronto and East York,19,54,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D54,61,Taylor-Massey (61),"{'type': 'Point', 'coordinates': (-79.30009, 43.693145)}"
1150609,2010,00:00.0,1635,16,OLD KINGSTON RD,MANSE RD,NULL,2,Scarborough,25,43,Mid-Block,NULL,No Control,Clear,Dusk,Dry,Non-Fatal Injury,Rear End,D43,136,West Hill (136),"{'type': 'Point', 'coordinates': (-79.18059, 43.776645)}"
1150610,2010,00:00.0,1636,16,OLD KINGSTON RD,MANSE RD,NULL,2,Scarborough,25,43,Mid-Block,NULL,No Control,Clear,Dusk,Dry,Non-Fatal Injury,Rear End,D43,136,West Hill (136),"{'type': 'Point', 'coordinates': (-79.18069, 43.776545)}"
1150809,2010,00:00.0,1629,16,EUCLID AVE,BLOOR ST W,NULL,1,Toronto and East York,11,14,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D14,95,Annex (95),"{'type': 'Point', 'coordinates': (-79.41489, 43.664345)}"
1125395,2009,00:00.0,833,8,2680 KEELE ST,NULL,NULL,1,North York,6,31,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D31,26,Downsview-Roding-CFB (26),"{'type': 'Point', 'coordinates': (-79.48159, 43.724445)}"
1156841,2010,00:00.0,1620,16,25 THE WEST MALL,NULL,NULL,3,Etobicoke York,3,22,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D22,14,Islington-City Centre West (14),"{'type': 'Point', 'coordinates': (-79.56149000000002, 43.610745)}"
1184757,2010,00:00.0,800,8,LAKE SHORE BLVD W,LOUISA ST,NULL,1,Etobicoke York,3,22,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D22,17,Mimico (17),"{'type': 'Point', 'coordinates': (-79.48649, 43.618945)}"
1153821,2010,00:00.0,1546,15,SHEPPARD AVE W,LAURA RD,NULL,1,Etobicoke York,7,31,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D31,26,Downsview-Roding-CFB (26),"{'type': 'Point', 'coordinates': (-79.51449, 43.739045)}"
1157271,2010,00:00.0,1848,18,O CONNOR Driv,BEECHWOOD Cres,NULL,3,Toronto and East York,14,54,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,D54,57,Broadview North (57),"{'type': 'Point', 'coordinates': (-79.35449, 43.692345)}"
1157528,2010,00:00.0,2020,20,HILLBORN AVE,SYMES RD,NULL,4,Etobicoke York,5,12,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Unattended Vehicle,D12,111,Rockcliffe-Smythe (111),"{'type': 'Point', 'coordinates': (-79.48089, 43.674545)}"
1157957,2010,00:00.0,1942,19,QUEEN Stre W,BATHURST Stre,NULL,1,Toronto and East York,10,14,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D14,77,Waterfront Communities-The Island (77),"{'type': 'Point', 'coordinates': (-79.40399, 43.647145)}"
1155029,2010,00:00.0,1522,15,DAVENPORT RD,PERTH AVE,NULL,3,Toronto and East York,9,11,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,D11,91,Weston-Pellam Park (91),"{'type': 'Point', 'coordinates': (-79.45449, 43.670545)}"
1133598,2009,00:00.0,707,7,BIRMINGHAM ST,NINETEENTH ST,NULL,2,Etobicoke York,3,22,Intersection,NULL,No Control,Rain,"Dawn, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D22,18,New Toronto (18),"{'type': 'Point', 'coordinates': (-79.519092, 43.600444)}"
1158263,2010,00:00.0,1305,13,BLOOR Stre W,GRACE Stre,NULL,1,Toronto and East York,11,14,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D14,80,Palmerston-Little Italy (80),"{'type': 'Point', 'coordinates': (-79.41889, 43.663445)}"
1152788,2010,00:00.0,2303,23,ADDINGTON AVE,SHEPPARD AVE W,NULL,1,North York,18,32,Intersection,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D32,38,Lansing-Westgate (38),"{'type': 'Point', 'coordinates': (-79.42459, 43.758445)}"
1152926,2010,00:00.0,144,1,BLOOR ST W,LAUREL AVE,NULL,1,Etobicoke York,NULL,22,Intersection,NULL,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Angle,D22,14,Islington-City Centre West (14),"{'type': 'Point', 'coordinates': (-79.55149, 43.638145)}"
1171688,2010,00:00.0,1705,17,DAWES RD,DENTONIA PARK AVE,NULL,3,Toronto and East York,19,54,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D54,61,Taylor-Massey (61),"{'type': 'Point', 'coordinates': (-79.29709, 43.692145)}"
1153339,2010,00:00.0,833,8,BAYVIEW AVE,EGLINTON AVE E,NULL,1,North York,15,53,Intersection,At Intersection,Traffic Signal,Snow,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,D53,56,Leaside-Bennington (56),"{'type': 'Point', 'coordinates': (-79.37719, 43.711045)}"
1133576,2009,00:00.0,1520,15,OAKWOOD AVE,EGLINTON AVE W,NULL,1,North York,NULL,13,Intersection,NULL,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,D13,107,Oakwood Village (107),"{'type': 'Point', 'coordinates': (-79.442783, 43.697291)}"
1130210,2009,00:00.0,950,9,BAY ST,ST JOSEPH ST,NULL,1,Toronto and East York,NULL,52,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D52,76,Bay Street Corridor (76),"{'type': 'Point', 'coordinates': (-79.38769, 43.665645)}"
1137628,2009,00:00.0,1100,11,QUEEN Stre W,BATHURST Stre,NULL,1,Toronto and East York,10,14,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D14,77,Waterfront Communities-The Island (77),"{'type': 'Point', 'coordinates': (-79.40399, 43.647145)}"
1153473,2010,00:00.0,18,0,PHARMACY AVE,ST BEDES RD,NULL,3,Scarborough,20,41,Intersection,At Intersection,No Control,Clear,Dark,Wet,Fatal,SMV Other,D41,120,Clairlea-Birchmount (120),"{'type': 'Point', 'coordinates': (-79.28869, 43.704645)}"
1159036,2010,00:00.0,1720,17,DON VALLEY PARKWAY  N,EGLINTON Aven E,NULL,NULL,North York,16,33,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D33,42,Banbury-Don Mills (42),"{'type': 'Point', 'coordinates': (-79.33019, 43.723645)}"
1179647,2010,00:00.0,1750,17,AVENUE RD,HILLHURST BLVD,NULL,1,North York,8,53,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D53,103,Lawrence Park South (103),"{'type': 'Point', 'coordinates': (-79.41169, 43.712045)}"
1165924,2010,00:00.0,752,7,MAPLE LEAF DR,CIRILLO CRT,NULL,2,Etobicoke York,5,12,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D12,29,Maple Leaf (29),"{'type': 'Point', 'coordinates': (-79.48479, 43.71354500000001)}"
1162012,2010,00:00.0,559,5,STEELES AVE E,BIRCHMOUNT RD,NULL,1,Scarborough,22,42,Intersection,At Intersection,Traffic Signal,Clear,Dawn,Dry,Fatal,Angle,D42,116,Steeles (116),"{'type': 'Point', 'coordinates': (-79.31689, 43.821345)}"
1174097,2010,00:00.0,1700,17,BRIMLEY RD,ST CLAIR AVE E,NULL,3,Scarborough,20,NULL,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D41,123,Cliffcrest (123),"{'type': 'Point', 'coordinates': (-79.24149, 43.720845)}"
1130310,2009,00:00.0,2320,23,QUEENS PARK CRES E,GROSVENOR ST,NULL,1,Toronto and East York,11,52,Intersection,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,D52,76,Bay Street Corridor (76),"{'type': 'Point', 'coordinates': (-79.38989, 43.661745)}"
1158031,2010,00:00.0,1546,15,LAWRENCE AVE E,WEST HILL DR,NULL,3,Scarborough,25,43,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Unattended Vehicle,D43,136,West Hill (136),"{'type': 'Point', 'coordinates': (-79.17879, 43.770045)}"
1125430,2009,00:00.0,1349,13,KEELE ST,MURRAY ROSS PKWY,NULL,1,Etobicoke York,NULL,31,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D31,27,York University Heights (27),"{'type': 'Point', 'coordinates': (-79.49199, 43.767345)}"
1138372,2009,00:00.0,1950,19,MIDLAND AVE,WOLFE AVE,NULL,3,Scarborough,20,41,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D41,124,Kennedy Park (124),"{'type': 'Point', 'coordinates': (-79.25509, 43.727445)}"
1169909,2010,00:00.0,1704,17,KENHATCH BLVD,MARRAKESH DR,NULL,2,Scarborough,23,42,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D42,129,Agincourt North (129),"{'type': 'Point', 'coordinates': (-79.26219, 43.802745)}"
1163874,2010,00:00.0,2039,20,QUEEN Stre E,SACKVILLE Stre,NULL,1,Toronto and East York,13,51,Intersection,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D51,73,Moss Park (73),"{'type': 'Point', 'coordinates': (-79.36149, 43.656245)}"
1160766,2010,00:00.0,159,1,ALBION Rd,HIGHWAY 27  N,NULL,1,Etobicoke York,1,23,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Rear End,D23,1,West Humber-Clairville (1),"{'type': 'Point', 'coordinates': (-79.60749, 43.744245)}"
1160642,2010,00:00.0,1620,16,LAWRENCE AVE E,CROCKFORD BLVD,NULL,1,Scarborough,21,41,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,D41,119,Wexford/Maryvale (119),"{'type': 'Point', 'coordinates': (-79.29129, 43.746045)}"
1171570,2010,00:00.0,730,7,BALDWIN ST,SPADINA AVE,NULL,1,Toronto and East York,11,NULL,Intersection,At Intersection,Stop Sign,Clear,Dawn,Dry,Non-Fatal Injury,Cyclist Collisions,D52,78,Kensington-Chinatown (78),"{'type': 'Point', 'coordinates': (-79.39879, 43.654945)}"
1164773,2010,00:00.0,1455,14,2559 BLOOR St W,NULL,NULL,1,Toronto and East York,4,11,Intersection,NULL,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Rear End,D11,114,Lambton Baby Point (114),"{'type': 'Point', 'coordinates': (-79.49079000000002, 43.648045)}"
1161157,2010,00:00.0,1545,15,DUNDAS St W,BLOOR St W,NULL,3,Toronto and East York,4,11,Mid-Block,At Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,D11,86,Roncesvalles (86),"{'type': 'Point', 'coordinates': (-79.45209, 43.655145)}"
1162426,2010,00:00.0,1500,15,MARTIN GROVE RD,BETHRIDGE RD,NULL,1,Etobicoke York,1,23,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D23,1,West Humber-Clairville (1),"{'type': 'Point', 'coordinates': (-79.57819, 43.707545)}"
1165190,2010,00:00.0,929,9,QUEEN Stre E,BEECH Aven,NULL,3,Toronto and East York,19,55,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D55,63,The Beaches (63),"{'type': 'Point', 'coordinates': (-79.28799, 43.672545)}"
1165188,2010,00:00.0,1635,16,DUNDAS St W,YONGE St,NULL,1,Toronto and East York,NULL,NULL,Intersection,NULL,Streetcar (Stop for),Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D52,75,Church-Yonge Corridor (75),"{'type': 'Point', 'coordinates': (-79.38089, 43.656345)}"
1165384,2010,00:00.0,1455,14,UNIVERSITY Aven,PEARL Stre,NULL,1,Toronto and East York,10,52,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D52,76,Bay Street Corridor (76),"{'type': 'Point', 'coordinates': (-79.38539, 43.648545)}"
