ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,collision_lat,collision_long,red_light_lat,red_light_long,right_light_camera,LINEAR_NAME_FULL_1,LINEAR_NAME_FULL_2,ACTIVATION_DATE
1373372,2013,00:00.0,1820,18,KEELE St,ROGERS Rd,NULL,1,Etobicoke York,5,12,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D12,110,Keelesdale-Eglinton West (110),-79.4715,43.6821,-79.4715,43.6821,Y,Rogers Rd,Keele St,2009-09-08
1348815,2013,00:00.0,1426,14,ROGERS Rd,KEELE St,NULL,1,Etobicoke York,5,12,Intersection,NULL,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,D12,110,Keelesdale-Eglinton West (110),-79.4715,43.6821,-79.4715,43.6821,Y,Rogers Rd,Keele St,2009-09-08
1360225,2013,00:00.0,340,3,QUEEN ST W,SPADINA AVE,NULL,1,Toronto and East York,10,14,Intersection,NULL,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D14,77,Waterfront Communities-The Island (77),-79.3972,43.6485,NULL,NULL,N,NULL,NULL,NULL
1361161,2013,00:00.0,1923,19,KEELE ST,DONALD AVE,NULL,1,Etobicoke York,5,12,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D12,110,Keelesdale-Eglinton West (110),-79.4727,43.6849,NULL,NULL,N,NULL,NULL,NULL
1371425,2013,00:00.0,840,8,KINGSTON RD,FALAISE RD E,NULL,1,Scarborough,24,43,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D43,136,West Hill (136),-79.1887,43.7685,NULL,NULL,N,NULL,NULL,NULL
1379252,2012,00:00.0,315,3,MAITLAND ST,YONGE ST,NULL,2,Toronto and East York,13,51,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D51,75,Church-Yonge Corridor (75),-79.3786,43.665,NULL,NULL,N,NULL,NULL,NULL
1328809,2012,00:00.0,1745,17,BRIMLEY RD,SHEPPARD AVE E,NULL,1,Scarborough,23,42,Intersection,At Intersection,Traffic Signal,"Fog, Mist, Smoke, Dust","Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D42,128,Agincourt South-Malvern West (128),-79.2682,43.7875,NULL,NULL,N,NULL,NULL,NULL
1365311,2013,00:00.0,1959,19,WILSON HEIGHTS BLVD,WATERLOO AVE,NULL,2,North York,6,32,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Non-Fatal Injury,Pedestrian Collisions,D32,34,Bathurst Manor (34),-79.4598,43.7553,NULL,NULL,N,NULL,NULL,NULL
1385964,2013,00:00.0,2025,20,WILSON AVE,NORTHGATE DR,NULL,1,North York,6,32,Intersection,NULL,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D32,26,Downsview-Roding-CFB (26),-79.468,43.7303,NULL,NULL,N,NULL,NULL,NULL
1337952,2013,00:00.0,1409,14,BLOOR ST W,OLD MILL TER,NULL,1,Etobicoke York,3,22,Intersection,At Intersection,Stop Sign,Snow,Daylight,Loose Snow,Non-Fatal Injury,Rear End,D22,15,Kingsway South (15),-79.4984,43.65,NULL,NULL,N,NULL,NULL,NULL
1373041,2013,00:00.0,1948,19,BIRCHMOUNT RD,SCARDEN AVE,NULL,1,Scarborough,22,42,Intersection,At Intersection,Traffic Signal,Rain,"Dusk, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D42,118,Tam O'Shanter-Sullivan (118),-79.295,43.7741,NULL,NULL,N,NULL,NULL,NULL
1338584,2012,00:00.0,1510,15,ELLESMERE RD,MARKHAM RD,NULL,1,Scarborough,24,43,Mid-Block,At Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Rear End,D43,137,Woburn (137),-79.2335,43.776,NULL,NULL,N,NULL,NULL,NULL
3000937530,2013,00:00.0,2304,23,F G GARDINER XY  W,PARKSIDE DR,NULL,NULL,Toronto and East York,4,11,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D11,85,South Parkdale (85),-79.4469,43.6379,NULL,NULL,N,NULL,NULL,NULL
1357155,2013,00:00.0,1800,18,JANE ST,FOXWELL ST,NULL,1,Etobicoke York,5,12,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D12,111,Rockcliffe-Smythe (111),-79.4936,43.6716,NULL,NULL,N,NULL,NULL,NULL
1339150,2012,00:00.0,1335,13,2800 STEELES AVE W,NULL,NULL,1,Etobicoke York,7,31,Mid-Block,NULL,No Control,"Fog, Mist, Smoke, Dust",Daylight,Dry,Non-Fatal Injury,Approaching,D31,24,Black Creek (24),-79.5291,43.7738,NULL,NULL,N,NULL,NULL,NULL
1376061,2013,00:00.0,1634,16,LAKE SHORE BLVD W,DWIGHT AVE,NULL,1,Etobicoke York,3,22,Intersection,NULL,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,D22,17,Mimico (17),-79.4979,43.6023,NULL,NULL,N,NULL,NULL,NULL
1388613,2013,00:00.0,902,9,SANDHURST CRCL,FINCH AVE E,NULL,1,Scarborough,23,42,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D42,129,Agincourt North (129),-79.2627,43.8088,NULL,NULL,N,NULL,NULL,NULL
1384077,2013,00:00.0,1400,14,45 OVERLEA Blvd,NULL,NULL,1,North York,15,53,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D53,55,Thorncliffe Park (55),-79.349,43.7057,NULL,NULL,N,NULL,NULL,NULL
4002138456,2014,00:00.0,2011,20,MEADOWVALE RD,SHEPPARD AVE E,NULL,1,Scarborough,25,42,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,D42,131,Rouge (131),-79.1708,43.8083,NULL,NULL,N,NULL,NULL,NULL
1338446,2012,00:00.0,1819,18,ISLINGTON AVE,DUNDAS ST W,NULL,1,Etobicoke York,2,22,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D22,15,Kingsway South (15),-79.5263,43.6513,NULL,NULL,N,NULL,NULL,NULL
1331941,2012,00:00.0,1715,17,UNIVERSITY AVE,ELM ST,NULL,1,Toronto and East York,11,52,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,D52,76,Bay Street Corridor (76),-79.3889,43.6563,NULL,NULL,N,NULL,NULL,NULL
3000972719,2013,00:00.0,1945,19,545 THE WEST MALL,NULL,NULL,3,Etobicoke York,2,22,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D22,13,Etobicoke West Mall (13),-79.5697,43.6516,NULL,NULL,N,NULL,NULL,NULL
3001000463,2013,00:00.0,1327,13,MOUNT PLEASANT RD,TED ROGERS WAY,NULL,1,Toronto and East York,NULL,51,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D51,74,North St.James Town (74),-79.3798,43.6699,NULL,NULL,N,NULL,NULL,NULL
1388412,2013,00:00.0,920,9,THE DONWAY  W,LAWRENCE AVE E,NULL,3,North York,16,33,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D33,42,Banbury-Don Mills (42),-79.347,43.7384,NULL,NULL,N,NULL,NULL,NULL
1385276,2013,00:00.0,1625,16,18 LONGSPUR RD,NULL,NULL,2,Toronto and East York,19,54,Intersection,NULL,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D54,54,O'Connor-Parkview (54),-79.325,43.7058,NULL,NULL,N,NULL,NULL,NULL
1387900,2013,00:00.0,1305,13,BIRCHMOUNT Rd,BERTRAND Ave,NULL,1,Scarborough,21,41,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D41,125,Ionview (125),-79.2798,43.7352,NULL,NULL,N,NULL,NULL,NULL
3001107258,2013,00:00.0,304,3,35 FOUNTAINHEAD RD,NULL,NULL,4,Etobicoke York,7,31,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D31,27,York University Heights (27),-79.5031,43.7621,NULL,NULL,N,NULL,NULL,NULL
1386819,2013,00:00.0,1125,11,DON MILLS Rd,O CONNOR Dr,NULL,1,Toronto and East York,14,54,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D54,58,Old East York (58),-79.3396,43.6955,NULL,NULL,N,NULL,NULL,NULL
3001064601,2013,00:00.0,509,5,295 DAVENPORT RD,NULL,NULL,1,Toronto and East York,11,53,Intersection,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,D53,95,Annex (95),-79.3997,43.6743,NULL,NULL,N,NULL,NULL,NULL
4001521629,2014,00:00.0,1054,10,7 ISABELLA ST,NULL,NULL,2,Toronto and East York,13,51,Mid-Block,Non Intersection,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,D51,75,Church-Yonge Corridor (75),-79.3853,43.6676,NULL,NULL,N,NULL,NULL,NULL
4001560471,2014,00:00.0,1836,18,GRENOBLE DR,GATEWAY BLVD,NULL,3,North York,16,54,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D54,44,Flemingdon Park (44),-79.3341,43.7149,NULL,NULL,N,NULL,NULL,NULL
141603063,2014,00:00.0,1646,16,YORK MILLS RD,UPJOHN RD,NULL,1,North York,16,33,Intersection,NULL,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,D33,42,Banbury-Don Mills (42),-79.3508,43.7549,NULL,NULL,N,NULL,NULL,NULL
1387019,2013,00:00.0,837,8,FINCH AVE E,SANDHURST CRCL,NULL,1,Scarborough,23,42,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D42,129,Agincourt North (129),-79.2627,43.8088,NULL,NULL,N,NULL,NULL,NULL
4001344082,2014,00:00.0,1929,19,WARDEN AVE,SHEPPARD AVE E,NULL,1,Scarborough,22,42,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,D42,118,Tam O'Shanter-Sullivan (118),-79.3078,43.7787,NULL,NULL,N,NULL,NULL,NULL
4001626103,2014,00:00.0,1208,12,STEELES AVE W,DUFFERIN ST,NULL,1,North York,6,32,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,D32,34,Bathurst Manor (34),-79.47,43.7872,-79.47,43.7872,Y,Steeles Ave W,Dufferin St,2018-09-05
4000009508,2014,00:00.0,2159,21,KINGSTON RD,PICKERING ST,10 m East of,1,Toronto and East York,19,55,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,D55,63,The Beaches (63),-79.2899,43.6802,NULL,NULL,N,NULL,NULL,NULL
4002723007,2014,00:00.0,2159,21,KINGSTON RD,PICKERING ST,NULL,1,Toronto and East York,19,55,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,D55,62,East End-Danforth (62),-79.2899,43.6802,NULL,NULL,N,NULL,NULL,NULL
1376445,2013,00:00.0,1621,16,EVANS AVE,ISLINGTON AVE,NULL,1,Etobicoke York,3,22,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Rear End,D22,17,Mimico (17),-79.5113,43.6183,-79.5113,43.6183,Y,Islington Ave,Evans Ave,2017-06-05
1387438,2013,00:00.0,1127,11,DIXON Rd,MARTIN GROVE Rd,NULL,1,Etobicoke York,1,23,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,D23,1,West Humber-Clairville (1),-79.5723,43.6912,NULL,NULL,N,NULL,NULL,NULL
1386536,2013,00:00.0,1922,19,4750 DUFFERIN ST,NULL,NULL,1,North York,6,32,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,D32,34,Bathurst Manor (34),-79.4687,43.7762,NULL,NULL,N,NULL,NULL,NULL
1386411,2013,00:00.0,1452,14,LAWRENCE AVE E,SCARBOROUGH GOLF CLUB RD,NULL,1,Scarborough,24,43,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D43,137,Woburn (137),-79.2158,43.7618,-79.2158,43.7618,Y,Lawrence Ave E,Scarborough Golf Club Rd,2021-05-14
4002396674,2014,00:00.0,2125,21,HOLLYWOOD AVE,WILLOWDALE AVE,NULL,3,North York,18,32,Intersection,At Intersection,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D32,51,Willowdale East (51),-79.4013,43.7679,NULL,NULL,N,NULL,NULL,NULL
142211983,2014,00:00.0,1250,12,53 CRAIGMORE CRES,NULL,NULL,4,North York,18,32,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D32,51,Willowdale East (51),-79.3974,43.7632,NULL,NULL,N,NULL,NULL,NULL
4002688656,2014,00:00.0,1614,16,WOODBINE AVE,HEYWORTH CRES,NULL,1,Toronto and East York,19,55,Intersection,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D55,62,East End-Danforth (62),-79.3084,43.6753,NULL,NULL,N,NULL,NULL,NULL
4002166140,2014,00:00.0,2125,21,NEILSON RD.,ELLESMERE RD,NULL,3,Scarborough,24,43,Mid-Block,At/Near Private Drive,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D43,135,Morningside (135),-79.2053,43.7833,NULL,NULL,N,NULL,NULL,NULL
3001220302,2013,00:00.0,1645,16,JAMESON AVE,KING ST W,NULL,3,Toronto and East York,4,14,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D14,85,South Parkdale (85),-79.4357,43.6363,NULL,NULL,N,NULL,NULL,NULL
899369,2006,00:00.0,1640,16,BLOOR ST W,CHRISTIE ST,NULL,1,Toronto and East York,11,14,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D14,95,Annex (95),-79.4176,43.6637,NULL,NULL,N,NULL,NULL,NULL
4002237751,2014,00:00.0,110,1,BATHURST ST,ARDMORE RD,NULL,1,Toronto and East York,12,13,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,D13,101,Forest Hill South (101),-79.4225,43.6937,NULL,NULL,N,NULL,NULL,NULL
4002253625,2014,00:00.0,1252,12,THIRTY FIFTH ST,DOMINION RD,NULL,4,Etobicoke York,3,22,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D22,19,Long Branch (19),-79.5347,43.592,NULL,NULL,N,NULL,NULL,NULL
3001085931,2013,00:00.0,1815,18,ST CLAIR AVE E,HERRON AVE,NULL,1,Scarborough,20,41,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D41,120,Clairlea-Birchmount (120),-79.286,43.7109,NULL,NULL,N,NULL,NULL,NULL
916560,2006,00:00.0,1140,11,LAUGHTON AVE,TALBOT ST,NULL,2,Toronto and East York,9,11,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D11,91,Weston-Pellam Park (91),-79.4572,43.6739,NULL,NULL,N,NULL,NULL,NULL
4002711350,2014,00:00.0,2320,23,LANSDOWNE AVE,DUPONT ST,NULL,1,Toronto and East York,9,11,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,D11,93,Dovercourt-Wallace Emerson-Junction (93),-79.4464,43.6667,-79.4464,43.6667,Y,Lansdowne Ave,Dupont St,2008-03-26
893964,2006,00:00.0,755,7,941 PROGRESS AVE,NULL,NULL,3,Scarborough,24,43,Mid-Block,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D43,137,Woburn (137),-79.2317,43.7838,NULL,NULL,N,NULL,NULL,NULL
895818,2006,00:00.0,1717,17,DON MILLS RD,GATEWAY BLVD,NULL,1,North York,16,54,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D54,44,Flemingdon Park (44),-79.3357,43.713,NULL,NULL,N,NULL,NULL,NULL
893539,2006,00:00.0,1350,13,ARDMORE RD,BATHURST ST,NULL,1,Toronto and East York,12,13,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D13,101,Forest Hill South (101),-79.4225,43.6937,NULL,NULL,N,NULL,NULL,NULL
917847,2006,00:00.0,1100,11,QUEENS PR S WELLESLEY RAMP E,WELLESLEY ST W,NULL,3,Toronto and East York,11,52,Intersection,NULL,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D52,76,Bay Street Corridor (76),-79.3926,43.6631,NULL,NULL,N,NULL,NULL,NULL
918124,2006,00:00.0,1310,13,BURNHAMTHORPE RD,OLD BURNHAMTHORPE RD,NULL,1,Etobicoke York,2,22,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D22,11,Eringate-Centennial-West Deane (11),-79.5746,43.6428,NULL,NULL,N,NULL,NULL,NULL
919596,2006,00:00.0,1600,16,CHAPLIN CRES,EGLINTON AVE W,NULL,1,North York,NULL,53,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D53,102,Forest Hill North (102),-79.4173,43.7027,NULL,NULL,N,NULL,NULL,NULL
897313,2006,00:00.0,1813,18,HIGHWAY 27 N  N,HARNESS RD,NULL,1,Etobicoke York,1,23,Mid-Block,At Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D23,1,West Humber-Clairville (1),-79.5978,43.7223,NULL,NULL,N,NULL,NULL,NULL
886039,2006,00:00.0,1820,18,FINCH AVE E,MIDDLEFIELD RD,NULL,1,Scarborough,23,42,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D42,129,Agincourt North (129),-79.2576,43.8098,-79.2576,43.8098,Y,Finch Ave E,Middlefield Rd,2017-03-24
884135,2006,00:00.0,804,8,BRIMLEY RD,GULLY DR,NULL,1,Scarborough,21,NULL,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,D41,127,Bendale (127),-79.2512,43.7436,NULL,NULL,N,NULL,NULL,NULL
4002817424,2014,00:00.0,147,1,EGLINTON AVE E,MARKHAM RD,76 m West of,1,Scarborough,NULL,43,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,D43,139,Scarborough Village (139),-79.2198,43.7429,NULL,NULL,N,NULL,NULL,NULL
890516,2006,00:00.0,1846,18,BATHURST ST,ALLINGHAM GDNS,NULL,1,North York,6,32,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D32,38,Lansing-Westgate (38),-79.4347,43.7405,NULL,NULL,N,NULL,NULL,NULL
882501,2006,00:00.0,1120,11,BARTLEY DR,JINNAH CRT,NULL,2,North York,16,54,Intersection,NULL,No Control,Clear,Daylight,Wet,Fatal,SMV Other,D54,43,Victoria Village (43),-79.3079,43.722,NULL,NULL,N,NULL,NULL,NULL
887039,2006,00:00.0,1940,19,SHEPPARD AVE W,SENLAC RD,NULL,1,North York,18,32,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D32,38,Lansing-Westgate (38),-79.4225,43.7589,NULL,NULL,N,NULL,NULL,NULL
4002786358,2014,00:00.0,1205,12,SHEPPARD AVE W,BATHURST ST,25 m West of,1,North York,6,32,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Other,D32,34,Bathurst Manor (34),-79.4384,43.7554,-79.4384,43.7554,Y,Bathurst St,Sheppard Ave W,2007-11-09
907251,2006,00:00.0,2141,21,ISLINGTON AVE,STEELES AVE W,NULL,1,Etobicoke York,7,31,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,D31,21,Humber Summit (21),-79.5748,43.7643,-79.5748,43.7643,Y,Steeles Ave W,Islington Ave,2008-10-28
916168,2006,00:00.0,2130,21,VICTORIA PARK AVE,TERRAVIEW BLVD,NULL,1,North York,NULL,NULL,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,D33,119,Wexford/Maryvale (119),-79.3181,43.7645,NULL,NULL,N,NULL,NULL,NULL
882079,2006,00:00.0,2210,22,DON MILLS RD,LEITH HILL RD,NULL,1,North York,17,33,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D33,47,Don Valley Village (47),-79.3478,43.777,NULL,NULL,N,NULL,NULL,NULL
903914,2006,00:00.0,150,1,WOODBINE AVE,GERRARD ST E,NULL,1,Toronto and East York,19,55,Mid-Block,NULL,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D55,62,East End-Danforth (62),-79.3112,43.6819,NULL,NULL,N,NULL,NULL,NULL
919330,2006,00:00.0,2100,21,BELLAMY RD N,PROGRESS AVE,NULL,3,Scarborough,24,43,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Turning Movement,D43,137,Woburn (137),-79.2437,43.7801,NULL,NULL,N,NULL,NULL,NULL
911839,2006,00:00.0,215,2,WOODBINE AVE,DANFORTH AVE,NULL,1,Toronto and East York,19,NULL,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,D55,62,East End-Danforth (62),-79.3127,43.6856,NULL,NULL,N,NULL,NULL,NULL
918059,2006,00:00.0,800,8,DANFORTH AVE,WOODBINE AVE,NULL,1,Toronto and East York,19,NULL,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D55,62,East End-Danforth (62),-79.3127,43.6856,NULL,NULL,N,NULL,NULL,NULL
884310,2006,00:00.0,230,2,460 CORONATION DR,NULL,NULL,2,Scarborough,25,43,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D43,136,West Hill (136),-79.1703,43.765,NULL,NULL,N,NULL,NULL,NULL
899004,2006,00:00.0,1630,16,40 STORMONT AVE,NULL,NULL,4,North York,8,53,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D53,39,Bedford Park-Nortown (39),-79.4252,43.7193,NULL,NULL,N,NULL,NULL,NULL
885650,2006,00:00.0,2048,20,F G GARDINER XY W  W,KIPLING AVE,NULL,NULL,Etobicoke York,3,22,Mid-Block,NULL,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,D22,17,Mimico (17),-79.5243,43.6182,NULL,NULL,N,NULL,NULL,NULL
915114,2006,00:00.0,515,5,HIGHWAY 27 S  S,401 X W 427 X RAMP,NULL,1,Etobicoke York,1,23,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,D23,1,West Humber-Clairville (1),-79.5787,43.6793,NULL,NULL,N,NULL,NULL,NULL
934070,2006,00:00.0,2330,23,1345 BAYVIEW AVE,AIRDRIE Road,NULL,1,North York,15,53,Mid-Block,NULL,No Control,Rain,Dark,Wet,Non-Fatal Injury,SMV Other,D53,56,Leaside-Bennington (56),-79.3727,43.6993,NULL,NULL,N,NULL,NULL,NULL
937458,2006,00:00.0,735,7,244 CHARTLAND BLVD S,NULL,NULL,2,Scarborough,23,42,Mid-Block,NULL,No Control,Clear,Daylight,Wet,Non-Fatal Injury,SMV Other,D42,129,Agincourt North (129),-79.27,43.8026,NULL,NULL,N,NULL,NULL,NULL
920395,2006,00:00.0,2130,21,MCCOWAN RD,STEELES AVE E,NULL,1,Scarborough,23,42,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D42,130,Milliken (130),-79.2751,43.831,NULL,NULL,N,NULL,NULL,NULL
924064,2006,00:00.0,2056,20,DUPONT ST,EDWIN AVE,NULL,1,Toronto and East York,9,11,Mid-Block,NULL,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D11,93,Dovercourt-Wallace Emerson-Junction (93),-79.4545,43.665,NULL,NULL,N,NULL,NULL,NULL
941510,2006,00:00.0,1740,17,155 UNDERHILL Driv,NULL,NULL,2,North York,16,33,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D33,45,Parkwoods-Donalda (45),-79.3259,43.7517,NULL,NULL,N,NULL,NULL,NULL
965369,2007,00:00.0,4,0,WARDEN AVE,SHEPPARD AVE E,NULL,1,Scarborough,22,42,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Turning Movement,D42,118,Tam O'Shanter-Sullivan (118),-79.3078,43.7787,NULL,NULL,N,NULL,NULL,NULL
917426,2006,00:00.0,2110,21,FINCH AVE W,KISKADEE DR,NULL,1,Etobicoke York,1,23,Intersection,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D23,1,West Humber-Clairville (1),-79.5981,43.7352,NULL,NULL,N,NULL,NULL,NULL
919681,2006,00:00.0,2004,20,DUFFERIN ST,LIVINGSTONE AVE,NULL,1,North York,8,13,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D13,108,Briar Hill-Belgravia (108),-79.4507,43.6964,NULL,NULL,N,NULL,NULL,NULL
921907,2006,00:00.0,315,3,CHURCH ST,COLBORNE ST,NULL,3,Toronto and East York,13,51,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,D51,75,Church-Yonge Corridor (75),-79.374,43.6492,NULL,NULL,N,NULL,NULL,NULL
931507,2006,00:00.0,1916,19,DANFORTH AVE,SIBLEY AVE,NULL,1,Toronto and East York,19,NULL,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D54,61,Taylor-Massey (61),-79.2926,43.6902,NULL,NULL,N,NULL,NULL,NULL
902163,2006,00:00.0,1900,19,LAWRENCE AVE W,PIMLICO RD,NULL,1,Etobicoke York,5,12,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D12,29,Maple Leaf (29),-79.4823,43.7075,NULL,NULL,N,NULL,NULL,NULL
