Column,Description
_id,Unique row identifier for Open Data database
Location_Code,A unique identifier for each Automated Speed Enforcement System
ward,The City of Toronto Ward where the ASE System is located
Status,The status of the ASE system of whether it is currently active or whether it is a planned to be active at a future date
location,The location of the ASE system by street name
geometry,Coordinates
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
